"name","Population","Parent","Count","ParentCount","sampleName","Species","Media","Temp","Rep","Time_point","vol","vol_ul","cells_per_ul","hours"
"C09.fcs","/Singlets","root",20208,20208,"C09.fcs","Rpom","noB12","hot","3","1","25100",25.1,805.099601593625,0
"C10.fcs","/Singlets","root",18671,18671,"C10.fcs","Amac","noB12","hot","1","1","25094",25.094,744.042400573842,0
"C11.fcs","/Singlets","root",17869,17869,"C11.fcs","Amac","noB12","hot","2","1","25090",25.09,712.196094061379,0
"C12.fcs","/Singlets","root",21823,21823,"C12.fcs","Amac","noB12","hot","3","1","25111",25.111,869.061367528175,0
"F01.fcs","/Singlets","root",15131,15131,"F01.fcs","Rpom","full","cold","1","2","25109",25.109,602.612609024652,1
"F02.fcs","/Singlets","root",15699,15699,"F02.fcs","Rpom","full","cold","2","2","25088",25.088,625.757334183673,1
"F03.fcs","/Singlets","root",16124,16124,"F03.fcs","Rpom","full","cold","3","2","25091",25.091,642.620860069348,1
"F04.fcs","/Singlets","root",19102,19102,"F04.fcs","Amac","full","cold","1","2","25077",25.077,761.733859712087,1
"F05.fcs","/Singlets","root",20203,20203,"F05.fcs","Amac","full","cold","2","2","25078",25.078,805.606507695989,1
"F06.fcs","/Singlets","root",20555,20555,"F06.fcs","Amac","full","cold","3","2","25088",25.088,819.316007653061,1
"F07.fcs","/Singlets","root",17141,17141,"F07.fcs","Rpom","noB12","cold","1","2","25091",25.091,683.153321908254,1
"F08.fcs","/Singlets","root",18515,18515,"F08.fcs","Rpom","noB12","cold","2","2","25092",25.092,737.8845847282,1
"F09.fcs","/Singlets","root",18200,18200,"F09.fcs","Rpom","noB12","cold","3","2","25083",25.083,725.591037754655,1
"F10.fcs","/Singlets","root",20349,20349,"F10.fcs","Amac","noB12","cold","1","2","25079",25.079,811.395988675784,1
"F11.fcs","/Singlets","root",18621,18621,"F11.fcs","Amac","noB12","cold","2","2","25086",25.086,742.286534321933,1
"F12.fcs","/Singlets","root",19618,19618,"F12.fcs","Amac","noB12","cold","3","2","25113",25.113,781.189025604269,1
"G01.fcs","/Singlets","root",27918,27918,"G01.fcs","Rpom","full","med","1","2","25085",25.085,1112.93601754036,1
"G02.fcs","/Singlets","root",28360,28360,"G02.fcs","Rpom","full","med","2","2","25103",25.103,1129.74544875115,1
"G03.fcs","/Singlets","root",28369,28369,"G03.fcs","Rpom","full","med","3","2","25082",25.082,1131.05015548999,1
"G04.fcs","/Singlets","root",35763,35763,"G04.fcs","Amac","full","med","1","2","25082",25.082,1425.84323419185,1
"G05.fcs","/Singlets","root",36629,36629,"G05.fcs","Amac","full","med","2","2","25104",25.104,1459.0901848311,1
"G06.fcs","/Singlets","root",35662,35662,"G06.fcs","Amac","full","med","3","2","25090",25.09,1421.36309286568,1
"G07.fcs","/Singlets","root",29648,29648,"G07.fcs","Rpom","noB12","med","1","2","25083",25.083,1181.99577403022,1
"G08.fcs","/Singlets","root",32028,32028,"G08.fcs","Rpom","noB12","med","2","2","25099",25.099,1276.06677556875,1
"G09.fcs","/Singlets","root",30063,30063,"G09.fcs","Rpom","noB12","med","3","2","25090",25.09,1198.20645675568,1
"G10.fcs","/Singlets","root",37964,37964,"G10.fcs","Amac","noB12","med","1","2","25087",25.087,1513.29373779248,1
"G11.fcs","/Singlets","root",39948,39948,"G11.fcs","Amac","noB12","med","2","2","25082",25.082,1592.69595726019,1
"G12.fcs","/Singlets","root",40340,40340,"G12.fcs","Amac","noB12","med","3","2","25090",25.09,1607.81187724193,1
"H01.fcs","/Singlets","root",52575,52575,"H01.fcs","Rpom","full","hot","1","2","25026",25.026,2100.81515224167,1
"H02.fcs","/Singlets","root",58386,58386,"H02.fcs","Rpom","full","hot","2","2","25037",25.037,2331.98865678795,1
"H03.fcs","/Singlets","root",53629,53629,"H03.fcs","Rpom","full","hot","3","2","25079",25.079,2138.40264763348,1
"H04.fcs","/Singlets","root",50693,50693,"H04.fcs","Amac","full","hot","1","2","25140",25.14,2016.42800318218,1
"H05.fcs","/Singlets","root",49955,49955,"H05.fcs","Amac","full","hot","2","2","25025",25.025,1996.2037962038,1
"H06.fcs","/Singlets","root",58662,58662,"H06.fcs","Amac","full","hot","3","2","25073",25.073,2339.64822717664,1
"H07.fcs","/Singlets","root",59369,59369,"H07.fcs","Rpom","noB12","hot","1","2","25089",25.089,2366.33584439396,1
"H08.fcs","/Singlets","root",28014,28014,"H08.fcs","Rpom","noB12","hot","2","2","25038",25.038,1118.8593338126,1
"H09.fcs","/Singlets","root",55121,55121,"H09.fcs","Rpom","noB12","hot","3","2","25079",25.079,2197.89465289685,1
"H10.fcs","/Singlets","root",48330,48330,"H10.fcs","Amac","noB12","hot","1","2","25092",25.092,1926.11190817791,1
"H11.fcs","/Singlets","root",42891,42891,"H11.fcs","Amac","noB12","hot","2","2","25084",25.084,1709.89475362781,1
"H12.fcs","/Singlets","root",42479,42479,"H12.fcs","Amac","noB12","hot","3","2","25096",25.096,1692.66018489002,1
"F01.fcs","/Singlets","root",95451,95451,"F01.fcs","Rpom","full","cold","1","3","25066",25.066,3807.9869145456,2
"F02.fcs","/Singlets","root",98195,98195,"F02.fcs","Rpom","full","cold","2","3","25027",25.027,3923.56255244336,2
"F03.fcs","/Singlets","root",95643,95643,"F03.fcs","Rpom","full","cold","3","3","25022",25.022,3822.35632643274,2
"F04.fcs","/Singlets","root",97821,97821,"F04.fcs","Amac","full","cold","1","3","25031",25.031,3907.99408733171,2
"F05.fcs","/Singlets","root",97624,97624,"F05.fcs","Amac","full","cold","2","3","25027",25.027,3900.74719303153,2
"F06.fcs","/Singlets","root",102356,102356,"F06.fcs","Amac","full","cold","3","3","25024",25.024,4090.31329923274,2
"F07.fcs","/Singlets","root",102780,102780,"F07.fcs","Rpom","noB12","cold","1","3","25031",25.031,4106.10842555232,2
"F08.fcs","/Singlets","root",85742,85742,"F08.fcs","Rpom","noB12","cold","2","3","25024",25.024,3426.39066496164,2
"F09.fcs","/Singlets","root",94237,94237,"F09.fcs","Rpom","noB12","cold","3","3","25023",25.023,3766.01526595532,2
"F10.fcs","/Singlets","root",79687,79687,"F10.fcs","Amac","noB12","cold","1","3","25034",25.034,3183.15091475593,2
"F11.fcs","/Singlets","root",62962,62962,"F11.fcs","Amac","noB12","cold","2","3","25020",25.02,2516.46682653877,2
"F12.fcs","/Singlets","root",91497,91497,"F12.fcs","Amac","noB12","cold","3","3","25036",25.036,3654.61735101454,2
"G01.fcs","/Singlets","root",48661,48661,"G01.fcs","Rpom","full","med","1","3","25091",25.091,1939.38065441792,2
"G02.fcs","/Singlets","root",47457,47457,"G02.fcs","Rpom","full","med","2","3","25085",25.085,1891.84771775962,2
"G03.fcs","/Singlets","root",50928,50928,"G03.fcs","Rpom","full","med","3","3","25025",25.025,2035.08491508492,2
"G04.fcs","/Singlets","root",62814,62814,"G04.fcs","Amac","full","med","1","3","25090",25.09,2503.5472299721,2
"G05.fcs","/Singlets","root",74497,74497,"G05.fcs","Amac","full","med","2","3","25025",25.025,2976.9030969031,2
"G06.fcs","/Singlets","root",66405,66405,"G06.fcs","Amac","full","med","3","3","25028",25.028,2653.22838420969,2
"G07.fcs","/Singlets","root",49544,49544,"G07.fcs","Rpom","noB12","med","1","3","25101",25.101,1973.78590494403,2
"G08.fcs","/Singlets","root",53213,53213,"G08.fcs","Rpom","noB12","med","2","3","25086",25.086,2121.22299290441,2
"G09.fcs","/Singlets","root",52811,52811,"G09.fcs","Rpom","noB12","med","3","3","25031",25.031,2109.8238184651,2
"G10.fcs","/Singlets","root",74885,74885,"G10.fcs","Amac","noB12","med","1","3","25034",25.034,2991.33178876728,2
"G11.fcs","/Singlets","root",79520,79520,"G11.fcs","Amac","noB12","med","2","3","25040",25.04,3175.71884984026,2
"G12.fcs","/Singlets","root",80791,80791,"G12.fcs","Amac","noB12","med","3","3","25092",25.092,3219.79116849992,2
"H01.fcs","/Singlets","root",19196,19196,"H01.fcs","Rpom","full","hot","1","3","25096",25.096,764.902773350335,2
"H02.fcs","/Singlets","root",19083,19083,"H02.fcs","Rpom","full","hot","2","3","25101",25.101,760.248595673479,2
"H03.fcs","/Singlets","root",19386,19386,"H03.fcs","Rpom","full","hot","3","3","25089",25.089,772.689226354179,2
"H04.fcs","/Singlets","root",27535,27535,"H04.fcs","Amac","full","hot","1","3","25086",25.086,1097.62417284541,2
"H05.fcs","/Singlets","root",27815,27815,"H05.fcs","Amac","full","hot","2","3","25085",25.085,1108.82997807455,2
"H06.fcs","/Singlets","root",28681,28681,"H06.fcs","Amac","full","hot","3","3","25090",25.09,1143.12475089677,2
"H07.fcs","/Singlets","root",21221,21221,"H07.fcs","Rpom","noB12","hot","1","3","25094",25.094,845.660317207301,2
"H08.fcs","/Singlets","root",22328,22328,"H08.fcs","Rpom","noB12","hot","2","3","25085",25.085,890.093681482958,2
"H09.fcs","/Singlets","root",23351,23351,"H09.fcs","Rpom","noB12","hot","3","3","25097",25.097,930.429931864366,2
"H10.fcs","/Singlets","root",32540,32540,"H10.fcs","Amac","noB12","hot","1","3","25107",25.107,1296.05289361533,2
"H11.fcs","/Singlets","root",34041,34041,"H11.fcs","Amac","noB12","hot","2","3","25095",25.095,1356.48535564854,2
"H12.fcs","/Singlets","root",33613,33613,"H12.fcs","Amac","noB12","hot","3","3","25084",25.084,1340.01754106203,2
"A01.fcs","/Singlets","root",21147,21147,"A01.fcs","Rpom","full","cold","1","4","25000",25,845.88,3
"A02.fcs","/Singlets","root",21816,21816,"A02.fcs","Rpom","full","cold","2","4","25094",25.094,869.371164421774,3
"A03.fcs","/Singlets","root",24466,24466,"A03.fcs","Rpom","full","cold","3","4","25081",25.081,975.479446593039,3
"A04.fcs","/Singlets","root",32460,32460,"A04.fcs","Amac","full","cold","1","4","25100",25.1,1293.22709163347,3
"A05.fcs","/Singlets","root",37667,37667,"A05.fcs","Amac","full","cold","2","4","25103",25.103,1500.49794845238,3
"A06.fcs","/Singlets","root",37066,37066,"A06.fcs","Amac","full","cold","3","4","25092",25.092,1477.20388968596,3
"A07.fcs","/Singlets","root",27200,27200,"A07.fcs","Rpom","noB12","cold","1","4","25077",25.077,1084.6592495115,3
"A08.fcs","/Singlets","root",26951,26951,"A08.fcs","Rpom","noB12","cold","2","4","25018",25.018,1077.26436965385,3
"A09.fcs","/Singlets","root",27752,27752,"A09.fcs","Rpom","noB12","cold","3","4","25083",25.083,1106.40672965754,3
"A10.fcs","/Singlets","root",38077,38077,"A10.fcs","Amac","noB12","cold","1","4","25080",25.08,1518.22169059011,3
"A11.fcs","/Singlets","root",43755,43755,"A11.fcs","Amac","noB12","cold","2","4","25083",25.083,1744.40856356895,3
"A12.fcs","/Singlets","root",40535,40535,"A12.fcs","Amac","noB12","cold","3","4","25098",25.098,1615.0689297952,3
"B01.fcs","/Singlets","root",85172,85172,"B01.fcs","Rpom","full","med","1","4","25021",25.021,3404.02062267695,3
"B02.fcs","/Singlets","root",78150,78150,"B02.fcs","Rpom","full","med","2","4","25037",25.037,3121.38035707153,3
"B03.fcs","/Singlets","root",76397,76397,"B03.fcs","Rpom","full","med","3","4","25046",25.046,3050.26750778567,3
"B04.fcs","/Singlets","root",115723,115723,"B04.fcs","Amac","full","med","1","4","25031",25.031,4623.18724781271,3
"B05.fcs","/Singlets","root",116920,116920,"B05.fcs","Amac","full","med","2","4","25014",25.014,4674.18245782362,3
"B06.fcs","/Singlets","root",114469,114469,"B06.fcs","Amac","full","med","3","4","25028",25.028,4573.63752597091,3
"B07.fcs","/Singlets","root",77444,77444,"B07.fcs","Rpom","noB12","med","1","4","25027",25.027,3094.41802852919,3
"B08.fcs","/Singlets","root",84061,84061,"B08.fcs","Rpom","noB12","med","2","4","25017",25.017,3360.15509453572,3
"B09.fcs","/Singlets","root",82643,82643,"B09.fcs","Rpom","noB12","med","3","4","25028",25.028,3302.02173565607,3
"B10.fcs","/Singlets","root",120982,120982,"B10.fcs","Amac","noB12","med","1","4","25042",25.042,4831.16364507627,3
"B11.fcs","/Singlets","root",134778,134778,"B11.fcs","Amac","noB12","med","2","4","25083",25.083,5373.28070804928,3
"B12.fcs","/Singlets","root",131593,131593,"B12.fcs","Amac","noB12","med","3","4","25079",25.079,5247.1390406316,3
"C01.fcs","/Singlets","root",262318,262318,"C01.fcs","Rpom","full","hot","1","4","25033",25.033,10478.8878680142,3
"C02.fcs","/Singlets","root",261598,261598,"C02.fcs","Rpom","full","hot","2","4","25021",25.021,10455.1376843451,3
"C03.fcs","/Singlets","root",254691,254691,"C03.fcs","Rpom","full","hot","3","4","25027",25.027,10176.6492188436,3
"C04.fcs","/Singlets","root",245559,245559,"C04.fcs","Amac","full","hot","1","4","25037",25.037,9807.84439030235,3
"C05.fcs","/Singlets","root",254908,254908,"C05.fcs","Amac","full","hot","2","4","25036",25.036,10181.6584118869,3
"C06.fcs","/Singlets","root",255026,255026,"C06.fcs","Amac","full","hot","3","4","25033",25.033,10187.592378061,3
"C07.fcs","/Singlets","root",255378,255378,"C07.fcs","Rpom","noB12","hot","1","4","25045",25.045,10196.7658215213,3
"C08.fcs","/Singlets","root",215316,215316,"C08.fcs","Rpom","noB12","hot","2","4","25031",25.031,8601.97355279454,3
"C09.fcs","/Singlets","root",240237,240237,"C09.fcs","Rpom","noB12","hot","3","4","25028",25.028,9598.72942304619,3
"C10.fcs","/Singlets","root",156227,156227,"C10.fcs","Amac","noB12","hot","1","4","25088",25.088,6227.16039540816,3
"C11.fcs","/Singlets","root",110407,110407,"C11.fcs","Amac","noB12","hot","2","4","25028",25.028,4411.33929998402,3
"C12.fcs","/Singlets","root",199507,199507,"C12.fcs","Amac","noB12","hot","3","4","25047",25.047,7965.30522617479,3
"A01.fcs","/Singlets","root",27164,27164,"A01.fcs","Rpom","full","cold","1","5","25000",25,1086.56,4
"A02.fcs","/Singlets","root",28012,28012,"A02.fcs","Rpom","full","cold","2","5","25091",25.091,1116.41624486868,4
"A03.fcs","/Singlets","root",28738,28738,"A03.fcs","Rpom","full","cold","3","5","25075",25.075,1146.08175473579,4
"A04.fcs","/Singlets","root",50930,50930,"A04.fcs","Amac","full","cold","1","5","25094",25.094,2029.56882123217,4
"A05.fcs","/Singlets","root",51033,51033,"A05.fcs","Amac","full","cold","2","5","25060",25.06,2036.43256185156,4
"A06.fcs","/Singlets","root",53535,53535,"A06.fcs","Amac","full","cold","3","5","25100",25.1,2132.86852589641,4
"A07.fcs","/Singlets","root",34305,34305,"A07.fcs","Rpom","noB12","cold","1","5","25083",25.083,1367.65937088865,4
"A08.fcs","/Singlets","root",35652,35652,"A08.fcs","Rpom","noB12","cold","2","5","25100",25.1,1420.3984063745,4
"A09.fcs","/Singlets","root",37245,37245,"A09.fcs","Rpom","noB12","cold","3","5","25109",25.109,1483.33266956072,4
"A10.fcs","/Singlets","root",61938,61938,"A10.fcs","Amac","noB12","cold","1","5","25098",25.098,2467.84604350944,4
"A11.fcs","/Singlets","root",63272,63272,"A11.fcs","Amac","noB12","cold","2","5","25073",25.073,2523.51134686715,4
"A12.fcs","/Singlets","root",62612,62612,"A12.fcs","Amac","noB12","cold","3","5","25040",25.04,2500.47923322684,4
"B01.fcs","/Singlets","root",187959,187959,"B01.fcs","Rpom","full","med","1","5","25048",25.048,7503.95241137017,4
"B02.fcs","/Singlets","root",184571,184571,"B02.fcs","Rpom","full","med","2","5","25103",25.103,7352.54750428236,4
"B03.fcs","/Singlets","root",185305,185305,"B03.fcs","Rpom","full","med","3","5","25069",25.069,7391.79863576529,4
"B04.fcs","/Singlets","root",312169,312169,"B04.fcs","Amac","full","med","1","5","25094",25.094,12439.9856539412,4
"B05.fcs","/Singlets","root",318902,318902,"B05.fcs","Amac","full","med","2","5","25098",25.098,12706.2714160491,4
"B06.fcs","/Singlets","root",322921,322921,"B06.fcs","Amac","full","med","3","5","25077",25.077,12877.1782908641,4
"B07.fcs","/Singlets","root",197232,197232,"B07.fcs","Rpom","noB12","med","1","5","25023",25.023,7882.02853374895,4
"B08.fcs","/Singlets","root",194367,194367,"B08.fcs","Rpom","noB12","med","2","5","25041",25.041,7761.9504013418,4
"B09.fcs","/Singlets","root",200146,200146,"B09.fcs","Rpom","noB12","med","3","5","25043",25.043,7992.0935990097,4
"B10.fcs","/Singlets","root",350647,350647,"B10.fcs","Amac","noB12","med","1","5","25091",25.091,13975.0109601052,4
"B11.fcs","/Singlets","root",398255,398255,"B11.fcs","Amac","noB12","med","2","5","25033",25.033,15909.1998561898,4
"B12.fcs","/Singlets","root",394634,394634,"B12.fcs","Amac","noB12","med","3","5","25033",25.033,15764.5507929533,4
"C01.fcs","/Singlets","root",627643,627643,"C01.fcs","Rpom","full","hot","1","5","25087",25.087,25018.6550803205,4
"C02.fcs","/Singlets","root",617322,617322,"C02.fcs","Rpom","full","hot","2","5","25030",25.03,24663.284059129,4
"C03.fcs","/Singlets","root",642215,642215,"C03.fcs","Rpom","full","hot","3","5","25086",25.086,25600.5341624811,4
"C04.fcs","/Singlets","root",556994,556994,"C04.fcs","Amac","full","hot","1","5","25097",25.097,22193.6486432641,4
"C05.fcs","/Singlets","root",572155,572155,"C05.fcs","Amac","full","hot","2","5","25088",25.088,22805.9231505102,4
"C06.fcs","/Singlets","root",623451,623451,"C06.fcs","Amac","full","hot","3","5","25022",25.022,24916.1138198385,4
"C07.fcs","/Singlets","root",606024,606024,"C07.fcs","Rpom","noB12","hot","1","5","25030",25.03,24211.9057131442,4
"C08.fcs","/Singlets","root",573343,573343,"C08.fcs","Rpom","noB12","hot","2","5","25108",25.108,22835.0724868568,4
"C09.fcs","/Singlets","root",638293,638293,"C09.fcs","Rpom","noB12","hot","3","5","25091",25.091,25439.1215973855,4
"C10.fcs","/Singlets","root",360615,360615,"C10.fcs","Amac","noB12","hot","1","5","25031",25.031,14406.7356477967,4
"C11.fcs","/Singlets","root",309099,309099,"C11.fcs","Amac","noB12","hot","2","5","25096",25.096,12316.6640102008,4
"C12.fcs","/Singlets","root",436874,436874,"C12.fcs","Amac","noB12","hot","3","5","25090",25.09,17412.2758070945,4
"A01.fcs","/Singlets","root",37511,37511,"A01.fcs","Rpom","full","cold","1","6","25019",25.019,1499.30053159599,5
"A02.fcs","/Singlets","root",39112,39112,"A02.fcs","Rpom","full","cold","2","6","25089",25.089,1558.93020845789,5
"A03.fcs","/Singlets","root",41924,41924,"A03.fcs","Rpom","full","cold","3","6","25098",25.098,1670.41198501873,5
"A04.fcs","/Singlets","root",78998,78998,"A04.fcs","Amac","full","cold","1","6","25035",25.035,3155.5022967845,5
"A05.fcs","/Singlets","root",81069,81069,"A05.fcs","Amac","full","cold","2","6","25033",25.033,3238.48519953661,5
"A06.fcs","/Singlets","root",83068,83068,"A06.fcs","Amac","full","cold","3","6","25025",25.025,3319.4005994006,5
"A07.fcs","/Singlets","root",49381,49381,"A07.fcs","Rpom","noB12","cold","1","6","25083",25.083,1968.7039030419,5
"A08.fcs","/Singlets","root",52964,52964,"A08.fcs","Rpom","noB12","cold","2","6","25033",25.033,2115.76718731275,5
"A09.fcs","/Singlets","root",54665,54665,"A09.fcs","Rpom","noB12","cold","3","6","25047",25.047,2182.49690581706,5
"A10.fcs","/Singlets","root",102614,102614,"A10.fcs","Amac","noB12","cold","1","6","25033",25.033,4099.14912315743,5
"A11.fcs","/Singlets","root",108010,108010,"A11.fcs","Amac","noB12","cold","2","6","25041",25.041,4313.326145122,5
"A12.fcs","/Singlets","root",102754,102754,"A12.fcs","Amac","noB12","cold","3","6","25053",25.053,4101.46489442382,5
"B01.fcs","/Singlets","root",391554,391554,"B01.fcs","Rpom","full","med","1","6","25029",25.029,15644.0129449838,5
"B02.fcs","/Singlets","root",383812,383812,"B02.fcs","Rpom","full","med","2","6","25050",25.05,15321.8363273453,5
"B03.fcs","/Singlets","root",390055,390055,"B03.fcs","Rpom","full","med","3","6","25044",25.044,15574.7883724645,5
"B04.fcs","/Singlets","root",719154,719154,"B04.fcs","Amac","full","med","1","6","25097",25.097,28654.9786827111,5
"B05.fcs","/Singlets","root",748034,748034,"B05.fcs","Amac","full","med","2","6","25089",25.089,29815.2178245446,5
"B06.fcs","/Singlets","root",686255,686255,"B06.fcs","Amac","full","med","3","6","25047",25.047,27398.6904619316,5
"B07.fcs","/Singlets","root",398560,398560,"B07.fcs","Rpom","noB12","med","1","6","25029",25.029,15923.9282432378,5
"B08.fcs","/Singlets","root",404680,404680,"B08.fcs","Rpom","noB12","med","2","6","25048",25.048,16156.1801341424,5
"B09.fcs","/Singlets","root",417664,417664,"B09.fcs","Rpom","noB12","med","3","6","25040",25.04,16679.8722044728,5
"B10.fcs","/Singlets","root",630715,630715,"B10.fcs","Amac","noB12","med","1","6","25098",25.098,25130.0900470157,5
"B11.fcs","/Singlets","root",640650,640650,"B11.fcs","Amac","noB12","med","2","6","25046",25.046,25578.9347600415,5
"B12.fcs","/Singlets","root",661371,661371,"B12.fcs","Amac","noB12","med","3","6","25093",25.093,26356.7927310405,5
"C01.fcs","/Singlets","root",766432,766432,"C01.fcs","Rpom","full","hot","1","6","25082",25.082,30557.0528665976,5
"C02.fcs","/Singlets","root",789573,789573,"C02.fcs","Rpom","full","hot","2","6","25094",25.094,31464.6130549135,5
"C03.fcs","/Singlets","root",815214,815214,"C03.fcs","Rpom","full","hot","3","6","25092",25.092,32489.0004782401,5
"C04.fcs","/Singlets","root",698064,698064,"C04.fcs","Amac","full","hot","1","6","25102",25.102,27809.0988765835,5
"C05.fcs","/Singlets","root",783253,783253,"C05.fcs","Amac","full","hot","2","6","25094",25.094,31212.7600223161,5
"C06.fcs","/Singlets","root",788251,788251,"C06.fcs","Amac","full","hot","3","6","25104",25.104,31399.4184193754,5
"C07.fcs","/Singlets","root",781825,781825,"C07.fcs","Rpom","noB12","hot","1","6","25098",25.098,31150.8885170133,5
"C08.fcs","/Singlets","root",758176,758176,"C08.fcs","Rpom","noB12","hot","2","6","25109",25.109,30195.3881078498,5
"C09.fcs","/Singlets","root",848022,848022,"C09.fcs","Rpom","noB12","hot","3","6","25100",25.1,33785.7370517928,5
"C10.fcs","/Singlets","root",569742,569742,"C10.fcs","Amac","noB12","hot","1","6","25094",25.094,22704.3117876783,5
"C11.fcs","/Singlets","root",568344,568344,"C11.fcs","Amac","noB12","hot","2","6","25034",25.034,22702.8840776544,5
"C12.fcs","/Singlets","root",617451,617451,"C12.fcs","Amac","noB12","hot","3","6","25039",25.039,24659.5710691322,5
"A01.fcs","/Singlets","root",45851,45851,"A01.fcs","Rpom","full","cold","1","7","25026",25.026,1832.13458003676,6
"A02.fcs","/Singlets","root",47886,47886,"A02.fcs","Rpom","full","cold","2","7","25089",25.089,1908.6452230061,6
"A03.fcs","/Singlets","root",54177,54177,"A03.fcs","Rpom","full","cold","3","7","25092",25.092,2159.1343854615,6
"A04.fcs","/Singlets","root",110861,110861,"A04.fcs","Amac","full","cold","1","7","25042",25.042,4427.00263557224,6
"A05.fcs","/Singlets","root",116301,116301,"A05.fcs","Amac","full","cold","2","7","25043",25.043,4644.05223016412,6
"A06.fcs","/Singlets","root",114821,114821,"A06.fcs","Amac","full","cold","3","7","25055",25.055,4582.75793254839,6
"A07.fcs","/Singlets","root",64044,64044,"A07.fcs","Rpom","noB12","cold","1","7","25053",25.053,2556.340558017,6
"A08.fcs","/Singlets","root",71076,71076,"A08.fcs","Rpom","noB12","cold","2","7","25034",25.034,2839.17871694495,6
"A09.fcs","/Singlets","root",69642,69642,"A09.fcs","Rpom","noB12","cold","3","7","25044",25.044,2780.78581696215,6
"A10.fcs","/Singlets","root",135185,135185,"A10.fcs","Amac","noB12","cold","1","7","25104",25.104,5384.99840662843,6
"A11.fcs","/Singlets","root",135394,135394,"A11.fcs","Amac","noB12","cold","2","7","25079",25.079,5398.7001076598,6
